0,39.98430324,116.30691753,2008-10-23,02:53:04,2008-10-23,03:05:15,0
0,39.99058599,116.31282403,2008-10-23,04:08:07,2008-10-23,04:34:52,1
0,40.00815346,116.32036573,2008-10-23,09:42:25,2008-10-23,10:21:16,2
0,40.00859567,116.32161764,2008-10-23,10:26:35,2008-10-24,02:47:06,3
0,39.90644663,116.38225684,2008-10-26,13:44:07,2008-10-26,14:15:22,4
0,39.90032293,116.39262954,2008-10-26,14:16:57,2008-10-26,14:40:32,5
0,39.88804537,116.36749863,2008-10-26,14:42:57,2008-10-26,14:48:57,6
0,39.89387641,116.33787259,2008-10-26,14:49:37,2008-10-26,14:54:37,7
0,39.91825275,116.31011546,2008-10-26,14:57:02,2008-10-26,15:04:07,8
0,39.99656755,116.32615677,2008-10-27,11:54:49,2008-10-27,12:04:09,9
0,40.00830821,116.30029900,2008-10-27,12:05:29,2008-10-28,02:57:26,10
0,39.99869336,116.32455164,2008-10-28,05:03:02,2008-10-29,09:23:08,11
0,39.97949037,116.32723851,2008-10-29,09:26:28,2008-10-29,09:46:43,12
0,39.99826278,116.32622300,2008-11-03,10:13:36,2008-11-03,23:21:58,13
0,40.00760242,116.30140420,2008-11-03,23:22:03,2008-11-04,03:31:08,14
0,39.98839530,116.32706163,2008-11-10,01:36:37,2008-11-10,01:46:47,15
0,39.97501690,116.33134317,2008-11-10,01:48:12,2008-11-10,03:29:17,16
0,39.98477373,116.32730291,2008-11-10,03:31:07,2008-11-10,03:44:52,17
0,40.00938817,116.29675991,2008-11-10,03:46:02,2008-11-11,02:09:04,18
0,40.00498877,116.30607381,2008-11-11,02:14:09,2008-11-11,02:25:29,19
0,40.00417070,116.31417040,2008-11-11,02:25:39,2008-11-11,02:35:54,20
0,39.99719131,116.32619064,2008-11-12,02:30:03,2008-11-12,02:51:21,21
0,39.99993823,116.32428492,2008-11-12,02:51:42,2008-11-12,02:58:25,22
0,40.00747594,116.32241531,2008-11-12,03:32:57,2008-11-12,04:23:22,23
0,40.00783882,116.32133677,2008-11-12,04:24:57,2008-11-12,04:44:19,24
0,40.00872559,116.32110807,2008-11-12,04:52:19,2008-11-12,05:09:14,25
0,40.00855523,116.32082147,2008-11-12,09:14:00,2008-11-13,03:53:28,26
0,39.97463372,116.31570134,2008-11-13,06:49:39,2008-11-13,07:41:04,27
0,39.95398831,116.31724111,2008-11-13,07:43:39,2008-11-13,07:59:09,28
0,39.99876432,116.32244997,2008-11-13,08:18:47,2008-11-13,11:06:09,29
0,39.99980307,116.32448529,2008-11-13,11:06:24,2008-11-13,13:54:31,30
0,40.00545172,116.32162743,2008-11-13,14:01:21,2008-11-14,03:50:38,31
0,40.00716894,116.32147636,2008-11-14,03:52:15,2008-11-14,04:47:34,32
0,40.00495719,116.32176696,2008-11-14,04:50:44,2008-11-14,07:08:18,33
0,40.00705195,116.32245765,2008-11-14,10:14:36,2008-11-14,11:18:34,34
0,40.00901311,116.32147958,2008-11-14,11:18:39,2008-11-14,11:28:34,35
0,40.00448491,116.32201803,2008-11-14,16:16:00,2008-11-15,03:27:40,36
0,40.00900896,116.32137668,2008-11-15,03:30:45,2008-11-15,03:36:37,37
0,40.00846174,116.32162525,2008-11-15,04:00:05,2008-11-15,04:09:45,38
0,40.00470222,116.32344848,2008-11-16,08:55:32,2008-11-17,16:17:38,39
0,40.00074516,116.32393977,2008-11-18,09:50:05,2008-11-18,11:38:16,40
0,39.99427573,116.33056577,2008-11-18,11:47:56,2008-11-18,16:20:38,41
0,40.00358665,116.32402496,2008-11-19,01:28:06,2008-11-19,11:22:55,42
0,40.00898161,116.32331343,2008-11-19,11:24:10,2008-11-19,11:33:40,43
0,39.99394205,116.30805034,2008-11-19,13:23:06,2008-11-19,13:49:56,44
0,40.00689529,116.32126840,2008-11-20,03:57:36,2008-11-21,04:10:06,45
0,40.00898155,116.32119852,2008-11-21,11:30:38,2008-11-22,01:31:39,46
0,40.00615680,116.32236964,2008-11-22,01:44:14,2008-11-22,01:55:54,47
0,40.00871916,116.32287673,2008-11-22,04:52:09,2008-11-22,05:19:04,48
0,39.98104896,116.31148126,2008-11-22,05:38:53,2008-11-22,05:56:40,49
0,39.99612671,116.32568300,2008-11-23,10:21:53,2008-11-23,10:30:08,50
0,40.00636304,116.32176392,2008-12-01,11:18:27,2008-12-01,11:35:15,51
0,40.00773548,116.32149383,2008-12-02,07:11:36,2008-12-02,07:16:51,52
0,40.00143256,116.32482304,2008-12-02,07:17:21,2008-12-02,10:51:34,53
0,40.00523578,116.32336189,2008-12-02,16:11:28,2008-12-03,03:30:36,54
0,40.00727364,116.32202648,2008-12-03,15:12:06,2008-12-03,15:27:41,55
0,40.00891638,116.32043009,2008-12-03,15:28:16,2008-12-03,15:54:25,56
0,40.00697341,116.32101098,2008-12-03,23:49:39,2008-12-03,23:56:19,57
0,39.99878843,116.32141969,2008-12-03,23:58:14,2008-12-10,02:41:13,58
0,40.00699319,116.32380528,2008-12-10,07:55:02,2008-12-10,08:02:42,59
0,40.00223010,116.32120990,2008-12-11,04:46:24,2008-12-11,12:24:32,60
0,40.00113477,116.32021708,2008-12-12,04:25:25,2008-12-12,06:19:29,61
0,39.99699975,116.31589612,2008-12-12,06:22:19,2008-12-12,06:28:11,62
0,40.00633725,116.32159523,2008-12-12,06:33:22,2008-12-12,06:42:47,63
0,40.00504994,116.32306632,2008-12-12,10:12:36,2008-12-12,10:22:31,64
0,40.00406907,116.32167546,2008-12-14,01:10:36,2008-12-14,01:15:41,65
0,39.99550372,116.32672186,2008-12-14,01:17:21,2008-12-14,01:24:31,66
0,40.00531404,116.32240071,2009-03-30,00:52:08,2009-03-30,03:47:22,67
0,40.00720272,116.32124772,2009-03-30,03:47:32,2009-03-30,04:03:07,68
0,40.00549676,116.32002201,2009-03-30,05:18:00,2009-03-30,06:06:15,69
0,40.00207076,116.32316995,2009-03-30,06:07:10,2009-03-30,10:09:35,70
0,40.00549095,116.32232232,2009-03-30,10:09:40,2009-03-30,16:11:06,71
0,40.00181766,116.32249119,2009-03-31,00:39:04,2009-03-31,04:31:31,72
0,39.99555098,116.31945506,2009-03-31,08:56:30,2009-03-31,11:31:50,73
0,40.00559546,116.32088214,2009-04-01,05:06:07,2009-04-01,10:31:43,74
0,40.00730296,116.32025388,2009-04-01,20:23:31,2009-04-02,06:07:32,75
0,40.00401786,116.32486023,2009-04-02,06:07:42,2009-04-02,09:53:26,76
0,40.00773900,116.32357371,2009-04-02,09:54:16,2009-04-02,10:24:06,77
0,40.00670916,116.31898323,2009-04-02,11:32:05,2009-04-02,15:39:23,78
0,40.00566379,116.31716473,2009-04-03,01:16:57,2009-04-03,01:31:53,79
0,40.00714805,116.32226312,2009-04-03,04:09:01,2009-04-03,05:21:05,80
0,40.00428486,116.39143596,2009-04-03,05:21:10,2009-04-03,11:07:15,81
0,40.00881189,116.31669643,2009-04-03,11:08:05,2009-04-03,11:55:45,82
0,40.00805908,116.31789852,2009-04-03,11:58:55,2009-04-03,12:48:35,83
0,40.00970429,116.31515704,2009-04-03,12:49:00,2009-04-04,03:35:55,84
